"income","gender","age","party","trump_approval","education","robots","climate_change","transformers","science_is_honest","vaccines_are_safe","books","ghosts","fed_sci_budget","earth_sun","wise_unwise"
114,"Female",57,"Republican","Somewhat Approve","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",60,"Yes","Too Low","TRUE","Unwise and happy"
32,"Male",72,"Independent","Strongly Approve","High school","Unlikely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",20,"No","About Right","FALSE","Unwise and happy"
74,"Male",66,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Somewhat Agree",3,"Yes","About Right","TRUE","Wise and Unhappy"
104,"Male",49,"Independent","Strongly disapprove","Some college","Likely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Wise and Unhappy"
76,"Male",44,"Independent","Neither approve nor disapprove","High school","Unlikely","Real and Caused by People",5,"Neither Agree nor Disagree","Somewhat Agree",3,"No","Too Low","FALSE","Wise and Unhappy"
51,"Male",58,"Republican","Strongly Approve","High school","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",0,"No","About Right","FALSE","Unwise and happy"
86,"Male",55,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",15,"No","Too Low","TRUE","Unwise and happy"
132,"Male",42,"Republican","Somewhat Approve","High school","Unlikely","Not Real At All",2,"Strongly Agree","Strongly Agree",2,"Yes","About Right","TRUE","Unwise and happy"
152,"Other",34,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",30,"No","Too Low","FALSE","Unwise and happy"
105,"Female",47,"Independent","Strongly Approve","High school","Unlikely","Real but not Caused by People",3,"Strongly Disagree","Somewhat Agree",0,"No","Too High","TRUE","Unwise and happy"
101,"Female",38,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Somewhat Agree",0,"Yes","About Right","TRUE","Wise and Unhappy"
102,"Male",31,"Democrat","Somewhat disapprove","High school","Unlikely","Real but not Caused by People",3,"Somewhat Disagree","Strongly Agree",2,"Yes","Too Low","TRUE","Unwise and happy"
100,"Male",49,"Democrat","Strongly Approve","Some college","Likely","Real but not Caused by People",0,"Strongly Agree","Somewhat Disagree",10,"No","About Right","TRUE","Wise and Unhappy"
61,"Male",52,"Independent","Neither approve nor disapprove","Some college","Likely","Not Real At All",5,"Strongly Disagree","Somewhat Agree",2,"No","Too High","TRUE","Unwise and happy"
85,"Female",63,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",50,"No","Too Low","FALSE","Wise and Unhappy"
105,"Male",26,"Democrat","Somewhat disapprove","High school","Likely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",50,"Yes","About Right","TRUE","Unwise and happy"
124,"Male",43,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",20,"No","Too Low","FALSE","Unwise and happy"
100,"Male",19,"Independent","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
61,"Male",22,"Independent","Strongly disapprove","Some college","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Disagree",0,"No","Too High","FALSE","Wise and Unhappy"
152,"Male",39,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Somewhat Agree",5,"No","About Right","FALSE","Wise and Unhappy"
58,"Male",65,"Independent","Somewhat Approve","Some college","Unlikely","Not Real At All",0,"Strongly Disagree","Somewhat Agree",0,"Yes","About Right","TRUE","Wise and Unhappy"
112,"Male",35,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",8,"Yes","Too Low","TRUE","Wise and Unhappy"
90,"Male",40,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"No","Too High","TRUE","Unwise and happy"
77,"Female",18,"Independent","Strongly Approve","Some college","Unlikely","Real but not Caused by People",2,"Somewhat Agree","Strongly Agree",25,"No","About Right","FALSE","Wise and Unhappy"
112,"Female",59,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",2,"No","Too Low","FALSE","Unwise and happy"
71,"Female",58,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Wise and Unhappy"
52,"Female",61,"Independent","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",2,"Yes","Too Low","TRUE","Wise and Unhappy"
22,"Female",64,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",2,"No","About Right","TRUE","Wise and Unhappy"
136,"Female",64,"Republican","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
167,"Male",65,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",12,"No","Too Low","TRUE","Wise and Unhappy"
76,"Male",60,"Independent","Strongly Approve","Graduate degree","Unlikely","Not Real At All",0,"Somewhat Disagree","Somewhat Agree",150,"Yes","Too High","FALSE","Unwise and happy"
32,"Female",60,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",6,"No","About Right","TRUE","Wise and Unhappy"
110,"Female",44,"Republican","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",3,"No","About Right","TRUE","Unwise and happy"
80,"Female",22,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",20,"Yes","About Right","TRUE","Unwise and happy"
114,"Male",56,"Independent","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",1,"Somewhat Agree","Strongly Agree",2,"No","About Right","FALSE","Wise and Unhappy"
236,"Male",52,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",6,"No","Too Low","FALSE","Wise and Unhappy"
48,"Male",64,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",5,"No","About Right","TRUE","Wise and Unhappy"
25,"Female",45,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Disagree",2,"Yes","Too High","TRUE","Unwise and happy"
143,"Male",52,"Republican","Strongly Approve","Graduate degree","Likely","Not Real At All",5,"Strongly Disagree","Strongly Agree",20,"No","Too Low","TRUE","Wise and Unhappy"
17,"Female",63,"Independent","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","Too Low","TRUE","Unwise and happy"
138,"Male",49,"Democrat","Somewhat Approve","College degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Wise and Unhappy"
100,"Male",19,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",4,"No","Too Low","FALSE","Wise and Unhappy"
104,"Female",70,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",5,"Strongly Agree","Strongly Agree",60,"Yes","Too Low","FALSE","Wise and Unhappy"
85,"Female",60,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",50,"No","Too High","TRUE","Wise and Unhappy"
202,"Male",40,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",15,"No","Too Low","FALSE","Wise and Unhappy"
41,"Female",41,"Independent","Neither approve nor disapprove","College degree","Unlikely","Real and Caused by People",5,"Strongly Agree","Strongly Agree",7,"Yes","Too Low","TRUE","Wise and Unhappy"
65,"Female",50,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",0,"No","Too Low","TRUE","Unwise and happy"
147,"Male",64,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",3,"No","Too Low","TRUE","Wise and Unhappy"
19,"Male",83,"Republican","Strongly Approve","High school","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Strongly Agree",3,"Yes","Too Low","TRUE","Unwise and happy"
97,"Female",53,"Independent","Strongly Approve","College degree","Unlikely","Real and Caused by People",5,"Strongly Disagree","Strongly Disagree",1,"Yes","About Right","FALSE","Unwise and happy"
105,"Male",68,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real but not Caused by People",3,"Somewhat Disagree","Strongly Disagree",4,"Yes","About Right","FALSE","Wise and Unhappy"
132,"Male",60,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",6,"No","About Right","TRUE","Wise and Unhappy"
153,"Female",58,"Republican","Strongly Approve","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Disagree",10,"Yes","About Right","TRUE","Unwise and happy"
17,"Female",53,"Democrat","Somewhat disapprove","Some college","Likely","Real and Caused by People",2,"Somewhat Disagree","Somewhat Agree",2,"No","Too Low","FALSE","Unwise and happy"
45,"Female",26,"Independent","Somewhat disapprove","High school","Likely","Not Real At All",3,"Somewhat Agree","Strongly Agree",3,"No","About Right","FALSE","Unwise and happy"
35,"Male",58,"Democrat","Strongly disapprove","High school","Likely","Not Real At All",0,"Somewhat Agree","Strongly Disagree",0,"Yes","Too High","FALSE","Wise and Unhappy"
90,"Female",37,"Independent","Strongly disapprove","College degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Strongly Agree",120,"No","Too Low","TRUE","Unwise and happy"
62,"Male",52,"Independent","Strongly Approve","Graduate degree","Unlikely","Not Real At All",1,"Strongly Agree","Strongly Agree",4,"No","About Right","TRUE","Wise and Unhappy"
71,"Female",56,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Unwise and happy"
118,"Male",50,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",4,"Somewhat Disagree","Strongly Agree",0,"No","About Right","FALSE","Unwise and happy"
159,"Female",47,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",4,"Yes","Too Low","FALSE","Unwise and happy"
5,"Female",55,"Republican","Strongly Approve","High school","Unlikely","Real but not Caused by People",4,"Somewhat Agree","Strongly Agree",5,"Yes","Too Low","TRUE","Unwise and happy"
436,"Male",55,"Independent","Somewhat disapprove","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",3,"Yes","Too Low","TRUE","Unwise and happy"
97,"Female",61,"Republican","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","Too Low","FALSE","Unwise and happy"
22,"Male",64,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",4,"No","Too Low","FALSE","Unwise and happy"
19,"Female",54,"Republican","Strongly Approve","Some college","Likely","Real and Caused by People",1,"Somewhat Agree","Strongly Disagree",15,"Yes","Too Low","TRUE","Unwise and happy"
200,"Female",52,"Democrat","Somewhat disapprove","Some college","Likely","Real but not Caused by People",2,"Strongly Agree","Strongly Agree",200,"No","Too Low","FALSE","Wise and Unhappy"
51,"Female",71,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",0,"Strongly Disagree","Somewhat Disagree",16,"Yes","Too High","FALSE","Wise and Unhappy"
7,"Female",58,"Republican","Strongly Approve","High school","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Somewhat Agree",3,"No","Too High","TRUE","Wise and Unhappy"
18,"Female",40,"Democrat","Strongly disapprove","Some college","Unlikely","Not Real At All",1,"Strongly Disagree","Strongly Disagree",100,"No","Too High","TRUE","Unwise and happy"
56,"Female",59,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"No","Too Low","TRUE","Wise and Unhappy"
140,"Female",42,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",225,"No","Too Low","FALSE","Wise and Unhappy"
31,"Female",38,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",20,"Yes","Too Low","TRUE","Wise and Unhappy"
93,"Female",64,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",5,"Yes","About Right","FALSE","Unwise and happy"
32,"Female",59,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",6,"No","Too Low","FALSE","Wise and Unhappy"
59,"Female",29,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",3,"Yes","About Right","TRUE","Unwise and happy"
150,"Male",65,"Republican","Strongly disapprove","High school","Unlikely","Not Real At All",0,"Somewhat Disagree","Somewhat Agree",2,"No","Too High","TRUE","Unwise and happy"
132,"Male",52,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Somewhat Agree","Strongly Agree",2,"Yes","Too Low","TRUE","Unwise and happy"
172,"Male",40,"Republican","Strongly Approve","High school","Unlikely","Not Real At All",2,"Strongly Disagree","Somewhat Agree",13,"No","Too High","TRUE","Wise and Unhappy"
25,"Female",52,"Independent","Strongly disapprove","High school","Likely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",0,"No","Too Low","TRUE","Unwise and happy"
31,"Male",56,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",2,"Yes","Too Low","TRUE","Unwise and happy"
54,"Male",60,"Republican","Somewhat Approve","High school","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"No","About Right","TRUE","Unwise and happy"
199,"Male",63,"Democrat","Strongly disapprove","Graduate degree","Likely","Real but not Caused by People",2,"Strongly Agree","Strongly Agree",12,"No","Too Low","FALSE","Wise and Unhappy"
55,"Female",59,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",3,"Yes","Too Low","TRUE","Wise and Unhappy"
