Income,Gender,Age,Political Affiliation,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education? ,What is your marital status?,What would you say is the likelihood that your current job will be entirely performed by robots or computers within the next decade?,"Do you believe that climate change is real and caused by people, real but not caused by people, or not real at all?",How many Transformers movies have you seen? ,Do you agree or disagree with the following statement: scientists are generally honest and are serving the public good. ,Do you agree or disagree with the following statement: vaccines are safe and protect children from disease.,"How many books, if any, have you read in the past year?",Do you believe in ghosts?,"Is federal funding of scientific research too high, too low, or about right?",True or false: the earth is always farther away from the sun in the winter than in the summer.,"If you had to choose: would you rather be wise and unhappy, or unwise and happy?"
139000,Male,32,Democrat,Somewhat Approve,College degree,Married,Unlikely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,2,No,About Right,TRUE,Unwise and happy
211000,Female,65,Independent,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,Yes,DK/REF,TRUE,DK/REF
73000,Female,71,DK/REF,DK/REF,Some college,Widowed,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,1,No,About Right,FALSE,Unwise and happy
72000,Male,65,Independent,Strongly Approve,High school,Married,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,6,DK/REF,About Right,FALSE,Wise and Unhappy
9000,Female,40,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real but not Caused by People,1,Strongly Disagree,Strongly Disagree,20,No,Too High,TRUE,Unwise and happy
56000,Male,79,Democrat,DK/REF,Some college,Married,Likely,Real and Caused by People,,Somewhat Agree,Somewhat Agree,20,No,Too Low,DK/REF,Wise and Unhappy
30000,Female,68,Republican,Strongly Approve,High school,Married,Likely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,3,No,About Right,TRUE,Unwise and happy
101000,Female,51,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,2,Strongly Agree,Somewhat Agree,12,Yes,Too Low,FALSE,DK/REF
32000,Male,39,Republican,Strongly Approve,College degree,Married,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Disagree,12,Yes,Too High,FALSE,DK/REF
168000,Female,51,Independent,Neither approve nor disapprove,College degree,Married,Unlikely,Real but not Caused by People,0,Strongly Agree,Somewhat Agree,24,No,About Right,FALSE,Unwise and happy
75000,Male,83,Democrat,DK/REF,Some college,Divorced,DK/REF,DK/REF,0,Neither Agree nor Disagree,DK/REF,0,DK/REF,Too Low,TRUE,DK/REF
27000,Male,52,Republican,Strongly Approve,College degree,Married,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,1,No,DK/REF,TRUE,Unwise and happy
32000,Male,53,DK/REF,Somewhat Approve,Some college,Single,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,2,No,About Right,TRUE,Unwise and happy
93000,Female,66,Democrat,Strongly disapprove,Graduate degree,Married,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,20,No,Too Low,TRUE,Wise and Unhappy
29000,Female,37,Independent,Strongly disapprove,College degree,Single,Unlikely,Not Real At All,2,Somewhat Disagree,Strongly Agree,2,Yes,DK/REF,FALSE,Unwise and happy
131000,Male,53,DK/REF,Strongly disapprove,High school,Married,DK/REF,DK/REF,0,DK/REF,DK/REF,0,No,DK/REF,TRUE,Unwise and happy
168000,Female,65,Independent,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,,Yes,Too Low,TRUE,Unwise and happy
62000,Female,18,Democrat,Strongly disapprove,High school,Single,Unlikely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,50,No,Too Low,TRUE,Wise and Unhappy
10000,Male,43,Independent,Somewhat disapprove,College degree,Divorced,Unlikely,Not Real At All,0,Somewhat Disagree,Somewhat Disagree,50,No,Too High,TRUE,Unwise and happy
24000,Female,65,Independent,Neither approve nor disapprove,Some college,Married,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,20,No,About Right,FALSE,DK/REF
15000,Female,86,Independent,Strongly Approve,High school,Widowed,Likely,Real but not Caused by People,0,DK/REF,Somewhat Agree,,No,DK/REF,DK/REF,Unwise and happy
107000,Male,76,Democrat,Strongly Approve,Graduate degree,Married,Likely,DK/REF,0,Somewhat Agree,Strongly Agree,25,No,Too Low,DK/REF,Unwise and happy
204000,Female,35,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,45,No,Too Low,TRUE,Wise and Unhappy
75000,Male,40,Independent,DK/REF,College degree,Married,Unlikely,DK/REF,0,Somewhat Agree,Somewhat Agree,20,Yes,Too Low,FALSE,Wise and Unhappy
12000,Female,48,Democrat,Strongly disapprove,Graduate degree,Divorced,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Agree,15,No,DK/REF,TRUE,Wise and Unhappy
144000,Male,36,Independent,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,7,No,Too Low,TRUE,Wise and Unhappy
79000,Female,48,Democrat,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Disagree,3,No,Too Low,FALSE,Wise and Unhappy
28000,Female,68,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,50,No,Too Low,FALSE,Wise and Unhappy
129000,Female,51,Republican,DK/REF,Some college,Married,DK/REF,Real but not Caused by People,,Strongly Disagree,Somewhat Agree,3,Yes,Too High,DK/REF,Unwise and happy
25000,Male,53,Independent,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,4,Strongly Agree,Somewhat Disagree,10,No,About Right,TRUE,Wise and Unhappy
5000,Female,43,Democrat,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,2,No,DK/REF,TRUE,Wise and Unhappy
10000,Female,76,Independent,DK/REF,DK/REF,Widowed,Likely,Real and Caused by People,0,DK/REF,DK/REF,0,Yes,DK/REF,TRUE,DK/REF
,Male,44,Independent,Strongly disapprove,College degree,Divorced,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Unwise and happy
,Female,75,Republican,Somewhat Approve,Some college,Married,DK/REF,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,4,No,About Right,DK/REF,DK/REF
,Female,35,Democrat,Strongly disapprove,Some college,In a relationship,Likely,Real and Caused by People,0,Strongly Agree,Strongly Disagree,20,No,Too Low,TRUE,Wise and Unhappy
,Female,43,Independent,DK/REF,Some college,Married,Likely,Real but not Caused by People,4,Somewhat Disagree,Somewhat Agree,3,No,About Right,TRUE,Wise and Unhappy
,Male,30,DK/REF,Somewhat Approve,Some college,Married,Unlikely,Real but not Caused by People,3,Somewhat Disagree,Strongly Agree,7,No,Too Low,FALSE,Wise and Unhappy
,Male,21,Democrat,Somewhat Approve,High school,Divorced,DK/REF,Not Real At All,0,Somewhat Agree,Somewhat Agree,0,No,About Right,TRUE,Unwise and happy
,Male,34,Independent,DK/REF,College degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,5,No,About Right,FALSE,Unwise and happy
,Male,43,Independent,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise and Unhappy
,Female,45,Democrat,Strongly disapprove,High school,Single,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,No,Too High,TRUE,Wise and Unhappy
,Male,20,Democrat,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,0,Somewhat Disagree,DK/REF,3,No,About Right,FALSE,Wise and Unhappy
,Female,47,DK/REF,DK/REF,Graduate degree,Divorced,Unlikely,Real and Caused by People,1,DK/REF,Somewhat Disagree,6,Yes,Too Low,DK/REF,Unwise and happy
,Male,28,DK/REF,Strongly disapprove,Some college,In a relationship,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Disagree,5,No,About Right,FALSE,Wise and Unhappy
,Female,22,Democrat,Strongly disapprove,College degree,In a relationship,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,40,No,Too Low,TRUE,Wise and Unhappy
,Female,42,Independent,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,10,No,About Right,FALSE,Wise and Unhappy
,Male,37,DK/REF,DK/REF,Graduate degree,Married,Unlikely,DK/REF,0,Somewhat Agree,Strongly Agree,5,No,DK/REF,TRUE,Wise and Unhappy
,Female,50,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,20,No,Too Low,DK/REF,Wise and Unhappy
,Female,33,Democrat,Strongly disapprove,College degree,In a relationship,Likely,Real and Caused by People,3,Somewhat Disagree,Strongly Disagree,15,Yes,About Right,FALSE,Wise and Unhappy
,Male,47,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,80,No,Too Low,FALSE,Wise and Unhappy
,Male,46,Democrat,Strongly disapprove,Some college,In a relationship,Likely,Real and Caused by People,2,DK/REF,Strongly Agree,0,Yes,Too Low,TRUE,Unwise and happy
,Male,27,Republican,Strongly Approve,College degree,Single,Likely,Real and Caused by People,4,Somewhat Agree,DK/REF,150,Yes,Too Low,TRUE,Unwise and happy
,Male,21,Democrat,Strongly disapprove,Some college,Single,Likely,Real and Caused by People,0,Strongly Disagree,DK/REF,0,Yes,DK/REF,TRUE,Wise and Unhappy
,Female,75,Republican,Strongly Approve,College degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Neither Agree nor Disagree,7,Yes,Too Low,TRUE,Wise and Unhappy
,Male,24,Independent,Somewhat disapprove,College degree,In a relationship,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,15,Yes,Too Low,TRUE,Unwise and happy
,Female,24,Republican,Somewhat Approve,Some college,Single,Unlikely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,10,No,Too Low,TRUE,Wise and Unhappy
42000,Male,30,Independent,DK/REF,DK/REF,Divorced,Likely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,Too Low,TRUE,Unwise and happy
63000,Male,23,DK/REF,DK/REF,High school,Single,Likely,Real and Caused by People,1,DK/REF,DK/REF,200,No,About Right,TRUE,Wise and Unhappy
32000,Male,51,Democrat,Somewhat disapprove,High school,Married,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Agree,1,Yes,Too Low,TRUE,Wise and Unhappy
58000,Female,53,Independent,DK/REF,High school,In a relationship,Unlikely,Real but not Caused by People,0,Strongly Disagree,Strongly Agree,0,Yes,Too High,TRUE,Unwise and happy
135000,Female,51,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,3,Yes,Too Low,FALSE,Wise and Unhappy
81000,Female,66,Independent,Neither approve nor disapprove,High school,Divorced,Likely,DK/REF,0,Somewhat Disagree,Strongly Agree,100,No,Too High,FALSE,Unwise and happy
46000,Male,50,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real but not Caused by People,0,DK/REF,Somewhat Agree,5,No,DK/REF,TRUE,DK/REF
76000,Female,24,DK/REF,Strongly disapprove,Graduate degree,Single,Unlikely,DK/REF,2,DK/REF,DK/REF,,No,DK/REF,FALSE,Wise and Unhappy
95000,Female,47,Republican,Neither approve nor disapprove,Graduate degree,Married,Unlikely,DK/REF,0,Neither Agree nor Disagree,Strongly Agree,100,No,DK/REF,TRUE,Unwise and happy
23000,Female,50,DK/REF,Strongly Approve,Graduate degree,Married,Likely,Not Real At All,5,Somewhat Agree,Somewhat Agree,50,No,Too Low,TRUE,DK/REF
38000,Male,41,Republican,Neither approve nor disapprove,College degree,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,5,No,About Right,TRUE,Unwise and happy
68000,Other,86,Republican,Strongly Approve,Graduate degree,Married,Unlikely,DK/REF,0,Somewhat Agree,Strongly Agree,25,No,About Right,TRUE,Unwise and happy
177000,Female,54,Republican,Somewhat Approve,Graduate degree,Married,Unlikely,DK/REF,3,Somewhat Agree,Strongly Agree,6,No,About Right,FALSE,Unwise and happy
79000,Male,69,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,4,Yes,Too High,TRUE,Unwise and happy
46000,Female,47,DK/REF,DK/REF,High school,Married,Unlikely,Real and Caused by People,0,DK/REF,Strongly Agree,5,Yes,DK/REF,DK/REF,Unwise and happy
106000,Male,37,DK/REF,Strongly Approve,Some college,Married,Unlikely,Real but not Caused by People,4,Neither Agree nor Disagree,Strongly Agree,1,Yes,DK/REF,TRUE,Wise and Unhappy
73000,Female,38,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Wise and Unhappy
18000,Male,46,Republican,Strongly Approve,College degree,Married,Unlikely,Not Real At All,3,Strongly Disagree,Somewhat Disagree,1,No,About Right,TRUE,Unwise and happy
17000,Female,52,DK/REF,DK/REF,High school,Married,Unlikely,Real but not Caused by People,0,Strongly Disagree,Somewhat Agree,5,No,DK/REF,FALSE,Wise and Unhappy
135000,Male,65,DK/REF,Strongly Approve,College degree,Widowed,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Disagree,0,No,Too High,DK/REF,Unwise and happy
61000,Male,35,DK/REF,DK/REF,College degree,Married,Unlikely,Not Real At All,5,Somewhat Agree,Strongly Agree,2,No,About Right,FALSE,Unwise and happy
57000,Female,50,Republican,Strongly Approve,College degree,Married,Likely,Not Real At All,3,Somewhat Disagree,Somewhat Disagree,0,No,DK/REF,FALSE,DK/REF
56000,Female,51,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,200,Yes,Too Low,TRUE,Wise and Unhappy
14000,Other,96,Independent,Strongly Approve,Graduate degree,Divorced,Likely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,1000,Yes,About Right,TRUE,Unwise and happy
98000,Male,47,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,7,No,Too Low,TRUE,Unwise and happy
,Male,30,Independent,Somewhat Approve,College degree,Married,Unlikely,Real but not Caused by People,2,Strongly Agree,Somewhat Agree,5,No,About Right,TRUE,DK/REF
142000,Female,53,Independent,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Wise and Unhappy
10000,Male,86,Democrat,Strongly disapprove,Graduate degree,Widowed,Unlikely,Real and Caused by People,,Strongly Agree,Strongly Agree,150,No,Too Low,FALSE,DK/REF
211000,Female,48,Republican,Somewhat Approve,Some college,Married,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,1,Yes,About Right,TRUE,Unwise and happy
47000,Male,51,Independent,Strongly Approve,High school,Married,Likely,Not Real At All,5,Strongly Disagree,Strongly Agree,0,No,Too High,TRUE,Unwise and happy
72000,Female,65,DK/REF,Strongly disapprove,High school,Married,Likely,Real and Caused by People,3,Strongly Disagree,Strongly Agree,50,Yes,Too Low,TRUE,Unwise and happy
39000,Male,45,Independent,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,,Strongly Agree,DK/REF,0,Yes,Too Low,DK/REF,Unwise and happy
55000,Other,47,Republican,Strongly Approve,Some college,Married,Unlikely,DK/REF,0,Somewhat Agree,Strongly Agree,1,Yes,Too High,TRUE,Unwise and happy
116000,Male,48,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,5,No,Too Low,FALSE,Unwise and happy
9000,Other,48,Democrat,Strongly disapprove,High school,Single,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,0,Yes,About Right,TRUE,Unwise and happy
35000,Male,30,Republican,Strongly Approve,High school,Single,Unlikely,Not Real At All,4,Strongly Agree,Strongly Agree,0,No,About Right,FALSE,Unwise and happy
5000,Female,48,DK/REF,Somewhat disapprove,Other,Single,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Disagree,30,Yes,Too Low,TRUE,DK/REF
23000,Female,51,Democrat,Strongly disapprove,Some college,In a relationship,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,0,No,About Right,TRUE,Wise and Unhappy
164000,Male,35,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,DK/REF
90000,Female,48,Democrat,Somewhat disapprove,Some college,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Disagree,1,Yes,Too Low,TRUE,Unwise and happy
9000,Male,22,Independent,Strongly Approve,High school,In a relationship,Likely,Not Real At All,3,Strongly Agree,Strongly Disagree,200,No,About Right,FALSE,Unwise and happy
131000,Female,51,Independent,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Disagree,40,No,Too Low,FALSE,Wise and Unhappy
,Male,73,Republican,Strongly Approve,Some college,Widowed,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Disagree,5,No,Too High,TRUE,Unwise and happy
,Female,23,Independent,Strongly disapprove,College degree,Single,Likely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,8,Yes,Too Low,TRUE,Wise and Unhappy
,Female,51,Republican,Strongly Approve,Some college,Divorced,Unlikely,Not Real At All,5,Strongly Disagree,Strongly Disagree,15,Yes,Too High,TRUE,Wise and Unhappy
,Male,42,Republican,Strongly Approve,High school,Single,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Agree,1,Yes,Too Low,FALSE,Wise and Unhappy
,Male,84,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,30,No,Too Low,FALSE,Wise and Unhappy
,Female,77,Republican,Strongly Approve,DK/REF,Widowed,Likely,DK/REF,0,Somewhat Disagree,DK/REF,260,No,Too High,DK/REF,Unwise and happy
,Female,37,DK/REF,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,4,Yes,Too Low,FALSE,Unwise and happy
,Male,50,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,0,Yes,Too Low,FALSE,Wise and Unhappy
,Male,30,Republican,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,4,Yes,About Right,TRUE,Unwise and happy
,Female,31,Democrat,Strongly disapprove,Graduate degree,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,Yes,About Right,TRUE,Unwise and happy
,Female,24,Democrat,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,20,Yes,Too Low,FALSE,Wise and Unhappy
,Male,26,Independent,Somewhat disapprove,Graduate degree,Single,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,5,No,Too Low,TRUE,Unwise and happy
,Male,35,Republican,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,About Right,FALSE,Wise and Unhappy
,Female,18,Republican,Somewhat Approve,Some college,In a relationship,Likely,Real but not Caused by People,4,Somewhat Disagree,Somewhat Agree,9,No,Too High,FALSE,Unwise and happy
,Female,77,Independent,DK/REF,College degree,Widowed,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,250,Yes,Too Low,FALSE,Unwise and happy
,Male,60,Democrat,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,6,No,Too Low,FALSE,DK/REF
,Male,58,Republican,Strongly Approve,Some college,Divorced,DK/REF,DK/REF,2,Somewhat Agree,DK/REF,30,No,About Right,TRUE,Unwise and happy
,Male,41,Independent,Strongly disapprove,Some college,Divorced,Likely,Real but not Caused by People,3,Strongly Agree,Strongly Agree,0,Yes,About Right,TRUE,Unwise and happy
,Male,71,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Not Real At All,3,Strongly Disagree,Strongly Disagree,0,Yes,About Right,TRUE,DK/REF
,Female,61,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,Too High,TRUE,Wise and Unhappy
,Female,34,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Wise and Unhappy
,Male,61,Republican,Strongly Approve,College degree,Married,Unlikely,Not Real At All,2,Strongly Disagree,Somewhat Disagree,3,No,Too High,TRUE,Wise and Unhappy
,Male,24,DK/REF,DK/REF,Graduate degree,Single,Likely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,12,No,Too Low,FALSE,Wise and Unhappy
,Male,70,Independent,Somewhat disapprove,High school,Married,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,2,Yes,DK/REF,TRUE,Unwise and happy
,Female,21,Democrat,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,25,No,Too Low,FALSE,Wise and Unhappy
,Female,67,DK/REF,Strongly disapprove,Some college,Married,Likely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,0,No,About Right,FALSE,Unwise and happy
,Female,70,Independent,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,2,Somewhat Disagree,Strongly Agree,5,No,About Right,TRUE,Wise and Unhappy
,Male,80,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,30,No,Too Low,FALSE,Wise and Unhappy
,Male,41,Independent,Strongly disapprove,High school,Divorced,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Disagree,5,No,Too Low,FALSE,Wise and Unhappy
,Male,45,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,Yes,Too Low,FALSE,Wise and Unhappy
,Female,54,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Wise and Unhappy
,Male,36,Independent,Strongly disapprove,Some college,Married,DK/REF,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Wise and Unhappy
,Female,38,Independent,Strongly disapprove,Some college,Single,Likely,Not Real At All,1,Somewhat Disagree,Somewhat Disagree,5,Yes,Too Low,TRUE,Unwise and happy
,Male,42,Independent,Somewhat Approve,College degree,DK/REF,DK/REF,DK/REF,,DK/REF,DK/REF,0,No,DK/REF,DK/REF,Wise and Unhappy
,Male,23,Democrat,Neither approve nor disapprove,Some college,Single,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise and Unhappy
,Male,63,Republican,DK/REF,College degree,Married,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Unwise and happy
,Male,32,Independent,DK/REF,College degree,Single,Likely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,10,No,Too High,FALSE,Wise and Unhappy
,Female,62,Independent,Somewhat Approve,College degree,Married,Unlikely,Real but not Caused by People,3,Somewhat Agree,Strongly Agree,10,No,Too Low,TRUE,Unwise and happy
,Female,47,Independent,DK/REF,Some college,Divorced,Unlikely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,200,Yes,Too Low,FALSE,Wise and Unhappy
,Female,34,Independent,Somewhat Approve,College degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,18,No,Too Low,TRUE,Wise and Unhappy
,Female,23,Independent,Somewhat Approve,Some college,Single,Unlikely,Real and Caused by People,1,Strongly Disagree,Somewhat Disagree,2,Yes,About Right,FALSE,Wise and Unhappy
,Male,27,Independent,DK/REF,Some college,In a relationship,Unlikely,Real but not Caused by People,4,DK/REF,DK/REF,20,Yes,About Right,TRUE,Unwise and happy
,Female,48,Democrat,Strongly disapprove,Some college,Divorced,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,1,Yes,About Right,TRUE,Unwise and happy
,Female,36,Democrat,Somewhat Approve,Some college,Married,Unlikely,Not Real At All,3,Strongly Agree,Strongly Agree,2,No,About Right,FALSE,Wise and Unhappy
,Male,47,Republican,Strongly Approve,College degree,Married,Unlikely,Not Real At All,0,Neither Agree nor Disagree,Somewhat Agree,20,Yes,About Right,DK/REF,Unwise and happy
,Male,48,Republican,Strongly Approve,Graduate degree,Married,Unlikely,Real but not Caused by People,1,Strongly Agree,Strongly Agree,4,No,Too Low,FALSE,Unwise and happy
,Male,54,Independent,Strongly disapprove,Graduate degree,In a relationship,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,4,No,Too Low,TRUE,Wise and Unhappy
,Female,45,Democrat,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,60,Yes,About Right,FALSE,Unwise and happy
,Female,50,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Wise and Unhappy
,Female,35,DK/REF,Neither approve nor disapprove,College degree,Single,Unlikely,DK/REF,2,Somewhat Agree,Strongly Agree,3,Yes,About Right,FALSE,Wise and Unhappy
,Male,48,Independent,Somewhat disapprove,High school,Separated,Likely,Real and Caused by People,2,Somewhat Disagree,Somewhat Agree,1,No,Too High,FALSE,Unwise and happy
,Male,50,Independent,DK/REF,High school,Single,Unlikely,Real and Caused by People,,Strongly Disagree,DK/REF,,Yes,Too High,DK/REF,DK/REF
,Male,38,Independent,DK/REF,Some college,Single,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Disagree,10,No,Too Low,FALSE,Unwise and happy
,Male,36,Independent,Strongly disapprove,Graduate degree,Single,Likely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,7,No,About Right,FALSE,Unwise and happy
,Female,67,Democrat,Strongly disapprove,Graduate degree,Widowed,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,70,Yes,Too Low,FALSE,Wise and Unhappy
176000,Male,38,DK/REF,Neither approve nor disapprove,Graduate degree,Single,Unlikely,DK/REF,3,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise and Unhappy
92000,Male,58,DK/REF,Somewhat disapprove,Graduate degree,Married,Unlikely,Not Real At All,0,DK/REF,Strongly Agree,20,No,Too High,FALSE,Unwise and happy
117000,Male,42,Republican,Strongly Approve,Some college,In a relationship,Unlikely,Real but not Caused by People,,Strongly Disagree,Somewhat Agree,4,No,DK/REF,TRUE,Unwise and happy
137000,Male,51,Independent,Somewhat Approve,College degree,Widowed,Unlikely,Not Real At All,0,Somewhat Disagree,Neither Agree nor Disagree,2,No,Too Low,FALSE,Unwise and happy
39000,Female,48,Independent,Neither approve nor disapprove,Some college,Married,Unlikely,Not Real At All,4,Somewhat Agree,Strongly Agree,40,Yes,Too Low,TRUE,Unwise and happy
80000,Female,37,Independent,Strongly disapprove,High school,In a relationship,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,100,No,DK/REF,TRUE,Unwise and happy
60000,Male,50,Democrat,Strongly disapprove,High school,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,5,No,About Right,TRUE,Wise and Unhappy
114000,Female,45,Independent,Somewhat Approve,Some college,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,30,Yes,Too Low,FALSE,Unwise and happy
