"artist_name","track_id","track_name","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","mode","speechiness","tempo","valence","popularity","time_signature_4"
"Adan Jodorowsky","2450ebboEADYTY4nnIn1Eh","Vivir Con Valor",0.79,0.746,209507,0.763,0.00109,0.137,-5.645,0,0.0503,99.973,0.925,30,TRUE
"Adel","2owwB8dLFvH7Ezr3IIcKec","Skina - Kamferdrops Remix",0.0797,0.792,199250,0.794,0,0.259,-3.8,1,0.0483,113.015,0.687,48,TRUE
"Adelitas Way","03FZn0bX3PKzv1vkuWdFJM","Still Hungry",0.0124,0.488,191781,0.969,0,0.0805,-3.133,0,0.116,93.014,0.296,59,TRUE
"ADEN x OLSON","6duaoN3BUrAg8pKKd3Qw7P","Cloud 9 - Felix Jaehn Remix",0.0229,0.723,182369,0.883,0.000949,0.308,-3.395,0,0.0372,118.005,0.535,26,TRUE
"Adib Sin","2FUakqPa4UdTw4dbDpXVjo","Dawn Ember",0.157,0.575,200400,0.339,0.00058,0.116,-12.231,1,0.028,100.034,0.0756,26,TRUE
"Adina Thembi","2R2NI9KYtleP8nQceFG2GW","Killing Me Softly",0.452,0.736,241081,0.708,1.47e-05,0.0779,-4.877,1,0.0364,110.973,0.919,44,TRUE
"ADN","62O2K8WA6I4MT0TWhpwglH","How To",0.264,0.553,188066,0.476,0.000533,0.178,-7.06,1,0.229,130.065,0.394,12,TRUE
"Adot","2ks4FdVMncNqVXaOyiF0Hv","Loser",0.733,0.573,202733,0.496,8.51e-06,0.115,-15.514,1,0.531,80.294,0.609,16,TRUE
"Adrian Alexander","1QSJAlA2LZh9CdwLxUyhoL","Phases (ABGT282)",0.000117,0.428,277500,0.863,0.109,0.586,-8.529,0,0.0579,127.933,0.0577,8,TRUE
"Adrian Alexander","0yuhTqbcW6G2pk69nmu1RK","Meridia (ABGT265)",5.99e-05,0.592,240003,0.64,0.0691,0.198,-10.565,0,0.127,125.988,0.269,7,TRUE
"Adrian Stresow","5pKGGXoIOpafq7u5eRNYIw","Can't Help It",0.198,0.723,207391,0.506,0.00338,0.123,-6.271,1,0.0289,91.994,0.565,34,TRUE
"Adrian Younge","5VDlC3biYmghb1n1Gsu220","Stranger by the Sea",0.146,0.666,159529,0.669,0.00243,0.111,-8.417,1,0.0308,139.955,0.829,18,TRUE
"Adrian Younge","03Dj4wETC7wNnUDKetBd0J","Make a Melody",0.886,0.302,260997,0.22,0.369,0.105,-9.589,1,0.0297,150.15,0.0382,9,TRUE
"Adrian Younge","4KnwNhs798ktEbCIm0f6Um","Dreams with You",0.312,0.32,120595,0.619,0.106,0.102,-6.423,1,0.0337,74.55,0.404,8,TRUE
"Adyn Townes","1t2LbzvXo1ZI7pCg7VkFTH","I Believe",0.00881,0.531,167308,0.554,0,0.113,-8.037,0,0.0258,162.03,0.517,18,TRUE
"Ae$Op Ca$H","1PpI0DbyedqcfZmh9iA3V7","Plug Boy",0.0429,0.71,114979,0.872,0,0.395,-6.014,1,0.302,125.228,0.513,19,TRUE
"Aebleo","1Xj2w9otwkrC4h5Xcgqgbq","Ququ",0.512,0.601,115331,0.294,0.849,0.124,-13.396,0,0.0511,102.259,0.134,52,FALSE
"Aérotique","4qQTrBNvyTEv1mt0rSivUg","Summer on You",0.0601,0.658,180000,0.641,0.577,0.11,-8.963,0,0.0347,122.002,0.469,7,TRUE
"Aevion","1RoWBiNI9rYfGxWOLO1XfY","Keep On Rockin’ (Radio)",0.352,0.711,148571,0.913,0.814,0.682,-4.546,1,0.317,125.973,0.557,25,TRUE
"Afro Cream","4aZTe2Ohde9nT5auyGncbB","Fesvella",0.0109,0.801,144405,0.55,0.92,0.142,-10.628,1,0.0472,122.946,0.791,19,TRUE
"Afrojack","5KvEFiHjRzKsoVTAszGcVm","My City",0.00398,0.35,180965,0.9,0.0594,0.264,-4.113,0,0.12,127.891,0.279,43,TRUE
"AFS","0fmzcgTQMr0wJLOrcWTriD","Aremigheddu",0.00193,0.431,283677,0.962,0.831,0.0952,-7.251,1,0.0553,172.078,0.45,3,TRUE
"AFSHeeN","5nrqJNIHTz43PDRVys2fJ6","Uncrazy - Lulleaux Remix",0.635,0.72,195403,0.66,0.0104,0.162,-5.327,1,0.0977,121.013,0.518,38,TRUE
"After August","2UCX4ORJdMcyPIFyPoG31V","Twenty Something",0.182,0.254,360000,0.339,0.0577,0.132,-9.301,1,0.0335,169.815,0.0861,18,TRUE
"Afterparty","1mZusAS8tEtPhKwJaJdlyB","Hold On",0.00882,0.444,234768,0.889,4.19e-05,0.135,-5.236,1,0.0936,148.064,0.597,26,TRUE
"AFTRHOURS","5n8bFTbJa3olR2oNekG09M","Wanna Feel Good",0.301,0.788,177049,0.7,0.0019,0.0643,-7.98,1,0.0563,121.979,0.83,13,TRUE
"AFTRHOURS","3zJ7eDmdW1TH4CFhpZEkTN","New Friends",0.679,0.726,175517,0.585,0,0.101,-5.965,0,0.101,152.019,0.32,35,TRUE
"Against The Current","6fdlaC5si7eOtF1sxXZPf4","Sweet Surrender",0.0099,0.67,212507,0.563,1.32e-05,0.109,-6.134,0,0.0285,104.007,0.128,47,TRUE
"Agam","3oN3Ko3rSGszXL8VCYAS5p","The Celestial Nymph (Manassi Dussaham)",0.0184,0.535,511035,0.498,0.00723,0.191,-8.768,1,0.0346,150.031,0.334,20,FALSE
"Agapornis","2vNtWui56DPGOUFNbcyT38","Enamórate",0.142,0.733,171442,0.765,0,0.105,-6.526,1,0.0483,103.054,0.619,51,TRUE
"Agir","48eNBYCGuzOGEQRGBXLYMg","Até Ao Fim",0.485,0.726,201022,0.477,0,0.269,-8.015,1,0.0392,99.971,0.331,15,TRUE
"Agon Amiga","3Q9XGC2sjg7wMiVid5UlM0","Prej Tirone",0.0883,0.78,198400,0.647,0.000138,0.161,-5.903,0,0.087,150.059,0.565,34,TRUE
"AGST","67o2QERKHgWVaWwjeBMYEE","Emotions",0.0139,0.515,200571,0.739,0.839,0.149,-11.463,1,0.0616,140.064,0.192,22,TRUE
"Agsunta","7KwrXQgOZOaNk3J5fSjnq5","Time Machine",0.16,0.458,269893,0.49,0,0.244,-5.897,1,0.0252,81.909,0.237,47,TRUE
"Ahmad Abdul","5hF5cD0koeoO1jnuX8kgyO","Coming Home",0.144,0.642,222705,0.654,0,0.113,-7.123,1,0.0418,114.936,0.466,51,TRUE
"Ahmad Jamal","3j4gmX547MfmvVkxGUKEtk","Feeling Good",0.814,0.689,172016,0.353,0.00201,0.12,-13.69,0,0.0371,81.995,0.8,38,TRUE
"Ahmet Kilic","6JMj74f0SRbP6oZaIe03IK","We Still Alive",0.00342,0.76,192057,0.78,1.21e-05,0.197,-5.765,1,0.0583,119.986,0.749,34,TRUE
"Ahwlee","3xm35JJCYd1MgDZHmW0BZd","Differents",0.209,0.443,156452,0.617,0.859,0.315,-6.554,1,0.15,91.919,0.632,17,TRUE
"Aidonia","2LsA0fGyH3GNCMOQTC9SbW","Paradise",0.819,0.611,169393,0.331,0.92,0.164,-11.64,1,0.0328,148.338,0.0965,42,TRUE
"Aidonia","3MR7Vr8VdkjV1ffR1ocUj1","Big Matic Nah Laugh",0.418,0.608,150727,0.757,0,0.324,-3.67,1,0.325,67.229,0.45,22,TRUE
"Aiidan","4oi8gyjVjrfUALnOGmPv40","Cool",0.00119,0.643,219108,0.578,0.000173,0.0854,-6.957,1,0.0281,91.982,0.303,19,TRUE
"AIKA","0Cj04n8ozYWS5RQ4MqCs5n","Heard An Angel",0.0355,0.653,207101,0.437,0,0.0743,-11.037,0,0.0509,146.005,0.4,7,TRUE
"AIKA","558C2ytZkX7Mm5l3o8BCix","Camellia",0.0079,0.632,216227,0.875,0.909,0.0808,-4.362,1,0.0502,159.972,0.323,33,TRUE
"Aimee Mann","6X7O5GPtUv88dZc8TZsuoX","Drive (From the Assassination of Gianni Versace: American Crime Story)",0.355,0.641,215266,0.318,4.95e-05,0.168,-9.798,1,0.0304,111.758,0.157,35,FALSE
"Air Supply","6Xh1WURJavY4C6MJneyJOq","Lonely Is the Night",0.181,0.557,248307,0.621,2.79e-06,0.299,-6.689,1,0.0232,83.194,0.352,37,TRUE
"Air Supply","46QLBVJcksN2cm5vAGatYQ","The One That You Love",0.268,0.425,256493,0.458,0,0.107,-7.031,1,0.0258,109.048,0.209,41,TRUE
"Air Supply","2lmcH6prYo3BlR8LfRUJc3","All Out of Love",0.077,0.502,241373,0.513,0,0.494,-6.473,1,0.0251,108.371,0.318,65,TRUE
"Air Waves","4awGM420J1WatpIzKGhipD","Blue Fire",0.545,0.403,210007,0.525,1.56e-05,0.0903,-8.001,1,0.0269,179.889,0.426,15,TRUE
"Airman","6DGusOmVDMZmyeZsLdPgc7","Take A Nap",0.605,0.814,191873,0.442,0.000192,0.12,-7.612,1,0.0291,87,0.673,32,TRUE
"Aitana","3hw406I5QGLIjfBzxD9dDB","Chasing Pavements",0.607,0.479,138443,0.656,0,0.132,-4.191,0,0.0479,159.811,0.453,47,TRUE
"AJ Mitchell","7GTk1UOKNmCDgB6HMNZgkp","Hate That I Love You",0.0368,0.937,199102,0.494,0,0.121,-6.837,0,0.099,103.06,0.616,47,TRUE
"AK","1U64UcGy4rR61B0WsMt3O0","Abandoned",0.686,0.393,212608,0.391,0.943,0.0938,-13.128,1,0.0399,145.961,0.0547,29,TRUE
"Akapellah","6jSTqDdOevrQc9K2c2cdur","Los Gordos (feat. DJ Khaled)",0.262,0.84,172657,0.67,1.6e-05,0.111,-5.758,0,0.307,119.909,0.812,52,TRUE
"Akcent","6o4YdymaTvfzEuocdtWeoA","Rendez Vous",0.00251,0.744,157600,0.565,0.00688,0.103,-8.653,0,0.0584,149.967,0.363,12,TRUE
"Akil Omari","5SyVuTd1HF1CKIGfQMHLD9","Hold on",0.303,0.516,179580,0.361,0.214,0.132,-14.153,1,0.0444,142.834,0.217,29,TRUE
"Akira The Don","1Guw9F68ibILjaR2R0eS0s","Don't Bother Children When They're Skateboarding",0.0569,0.691,300000,0.844,0.00627,0.275,-6.901,0,0.114,99.989,0.512,25,TRUE
"Al2 El Aldeano","7zW8IqcNTVfWNvHpHufISn","Yo Puedo",0.474,0.596,314677,0.474,0,0.105,-10.983,0,0.356,159.67,0.67,28,TRUE
"Alabanzas Cristianas","1UGLlKqsJ9xrwd8cIXCNsZ","Que Te Quiero",0.105,0.577,210547,0.39,0.238,0.135,-12.975,1,0.0314,150.165,0.721,17,TRUE
"Alae","6ls9ONzyVADsZUSoqx7cHN","Stone Cold",0.682,0.546,243099,0.453,0.00168,0.114,-9.695,1,0.0959,171.963,0.429,27,TRUE
"Alam Khan","2KQVqgVWDSThJqcQniIson","Pilu Ragmala in Rupak",0.904,0.517,830067,0.294,0.88,0.0537,-15.473,0,0.0427,92.466,0.176,32,TRUE
"Alan Gogoll","33V18CNwamrVBeNz31X2j6","Bell's Harmonic",0.741,0.259,225605,0.341,0.889,0.105,-21.34,1,0.0321,179.818,0.695,16,FALSE
"Alan Gogoll","0mfp7JzSnDZK9mOGCxidlj","Half Past May",0.824,0.512,150465,0.297,0.953,0.112,-17.562,1,0.0328,119.863,0.519,19,TRUE
"Alan Longo","0bPvrxLHcwMWphUMLXCGZr","Speak (feat. Teddy)",0.0303,0.745,218306,0.702,0,0.145,-9.272,0,0.178,153.8,0.703,8,TRUE
"Alan Silvestri","0RU8oD9Ae0oCXb6qaVNixJ","Ready Player One (End Credits)",0.657,0.281,483507,0.338,0.721,0.23,-13.802,1,0.0384,80.978,0.0687,15,TRUE
"Alan Silvestri","5vLkbVczF47aENWf1t2BSt","She Never Left",0.486,0.337,161213,0.474,0.619,0.0733,-11.938,1,0.0943,106.973,0.202,12,TRUE
"Alan Silvestri","4tG4BzENGB5hm4kKC3loPd","Ready Player One (Main Title)",0.871,0.18,146454,0.245,0.297,0.127,-13.426,1,0.0404,89.346,0.0745,29,TRUE
"Alan Walker","1jLsirPDkUS2g4gnkYua58","Ignite",0.0208,0.681,210288,0.864,3.98e-06,0.192,-4.3,0,0.116,90.008,0.479,73,TRUE
"Alan Walker","3EV46WLD97uco1MAiTLsNu","Diamond Heart - Syn Cole Remix",0.041,0.594,194200,0.784,0,0.145,-3.965,1,0.0358,109.904,0.36,53,TRUE
"Alan Walker","4qGkyEJzWgc5E8Txykhs0m","Faded - Remix",0.0755,0.484,233884,0.307,0.937,0.103,-21.837,1,0.0269,97.999,0.182,10,TRUE
"Alan Wittels","7CY5RH35sPagcayDVBtJfF","Tiempo",0.67,0.569,96890,0.541,0,0.318,-8.106,1,0.226,82.954,0.355,19,TRUE
"Alannah Myles","4Z3tmCKcBxyhp5RSLoElCi","Mother Nature",0.238,0.494,244600,0.796,7.27e-06,0.32,-7.282,1,0.0442,78.016,0.57,9,TRUE
"Alannah Myles","3TX73Cx6U11PFGmRSdOpDy","Rock This Joint",0.0245,0.488,242333,0.733,4.91e-05,0.101,-10.75,1,0.0329,161.586,0.834,14,TRUE
"Albert Hammond, Jr.","2ytWZnTYDffdE8q6bXV6VM","ScreaMER",0.0239,0.533,151173,0.964,3.05e-06,0.0948,-3.042,1,0.0919,126.096,0.652,37,TRUE
"Albert Neve","1xjkQF1FDnqd0qC5KQXTa4","Wow Wow - Original Mix",0.00334,0.675,290352,0.937,0.0167,0.0634,-3.831,1,0.12,126.016,0.261,16,TRUE
"Alberto Rosende","45CRTuCYP75jANV5BpuhTy","Nightshade - From ""Shadowhunters: The Mortal Instruments""",0.589,0.689,171197,0.31,0,0.0574,-5.073,1,0.0284,103.909,0.399,28,TRUE
"Alchimyst","2hL7kG14ufkj7oBvdV8AvG","Sutra",0.0177,0.617,230401,0.866,0.737,0.792,-5.634,0,0.0521,137.961,0.0358,13,TRUE
"Aldo Trujillo","5sgC350CqbD3c99hCIxskA","De un Tiempo para K",0.32,0.69,145555,0.648,0,0.181,-6.106,0,0.0497,112.792,0.885,17,FALSE
"Aldo Trujillo","50s4rzkndeWV2sZqvVyOI3","El de Negro (En Vivo)",0.0327,0.773,151637,0.77,0.000361,0.561,-6.165,1,0.0481,115.675,0.682,51,FALSE
"Aldo Trujillo","4MpqtMZbnncETTTvTm5PPN","Cronicas de Mi Pasado (En Vivo)",0.0132,0.745,197973,0.716,0.0163,0.0993,-7.664,1,0.0564,113.182,0.425,41,FALSE
"Alec Roman","0CgGRojgGrZTGCG7yOnh2u","No Se Te Nota - Remix",0.144,0.824,168000,0.774,3.92e-06,0.0932,-5.163,1,0.0886,94.056,0.882,36,TRUE
"Alecs DeLarge","0as33YFhrlDSCilqA6ODpx","North Street",0.784,0.695,66194,0.471,0.899,0.143,-9.031,0,0.244,174.085,0.612,54,TRUE
"Alef","4FlR74PQh9SUnxDyFkoK1a","Sol",0.0476,0.927,400865,0.207,0.851,0.107,-11.119,0,0.116,103.007,0.127,49,TRUE
"Alejandro Fernandez","17LxkTp8UNbPcYrDrI6UOq","Contigo Siempre",0.0418,0.661,201440,0.503,0,0.0978,-8.508,1,0.0414,145.945,0.731,75,TRUE
"Alessandro Scarlatti","5paruQFHDU7C14ag0gjANE","O Cessate Di Piagarmi (Arr. Voice & Electric Guitar)",0.985,0.418,245600,0.0568,0.00224,0.109,-16.105,0,0.0362,135.659,0.169,33,FALSE
"Alessia Cara","35RN4JojBYBasOZoKcao9D","Growing Pains - Alphalove Remix",0.0144,0.729,212493,0.882,2.91e-06,0.325,-4.218,0,0.0756,121.958,0.831,36,TRUE
"Alestorm","1feU1Qz1GjZYxVFI8XmaAo","Actual Human Intro (Live at Summer Breeze 2015)",0.000552,0.263,96560,0.689,0.52,0.616,-9.769,0,0.0397,171.985,0.158,17,TRUE
"Alex Aiono","2q6rtgB5OoI817jqeKMXs6","Big Mistake",0.000795,0.719,185371,0.719,0,0.111,-4.995,0,0.0534,119.988,0.597,55,TRUE
"Alex Delgado","4xWMPtmVrQcBrLrpR6yrUy","Cucar - Original mix",0.00224,0.794,124016,0.703,0.903,0.0403,-11.898,0,0.107,119.985,0.753,6,TRUE
"alex e","49DoF6ESJBoX2N5KIx7ivK","Full Coverage",0.128,0.672,256032,0.626,1.74e-06,0.0839,-7.877,0,0.0501,139.988,0.601,22,TRUE
"Alex G","5nUuVHojEqGNOA4aqj2kTC","Perfect Mess",0.789,0.366,211111,0.485,0,0.108,-4.491,1,0.0381,161.373,0.422,17,TRUE
"Alex G","4MB9XgkV1OxFPch4fRGYXH","Simple Kind of Love",0.796,0.441,187808,0.404,0,0.33,-6.958,1,0.0296,145.363,0.204,31,TRUE
"Alex Goot","5VAMKTJLU07llpiyOdPyIs","Psycho",0.677,0.682,197001,0.619,0,0.129,-8.001,1,0.0843,140.029,0.784,16,TRUE
"Alex Hepburn","1GL6VxWCfDq2LEjpAL1T8I","I Believe",0.902,0.558,158328,0.528,0,0.0722,-4.105,1,0.0798,92.208,0.54,53,FALSE
"Alex Isley","7BS9opeoVgDYcHDTdK1O2k","When It Rains",0.421,0.673,359107,0.315,0.128,0.0952,-13.889,0,0.125,90.138,0.636,27,TRUE
"Alex ll Martinenko","0X455zDDqUWjkgvVzzw7Cc","Anesthetic",0.00884,0.764,380174,0.752,0.926,0.0846,-8.377,0,0.0591,122,0.263,22,TRUE
"Alex Lustig","04qxabD9hKT45HsrOQqdVg","Free Form",0.909,0.723,167767,0.283,0.0705,0.0899,-12.849,1,0.215,103.043,0.512,56,TRUE
"Alex Mills","2OP7W1lsZkSWGBPdnO3mgk","Stayed Too Long",0.047,0.787,189452,0.72,0,0.284,-4.647,1,0.0356,124.012,0.601,18,TRUE
"Alex Quintero","2Cd1Rv732zlmLEM1hi1aoT","El Charly (En Vivo)",0.671,0.485,184227,0.414,3.9e-06,0.268,-13.721,1,0.0733,170.968,0.96,24,FALSE
"Alex Quintero","2O4scop9wwWsB8TVFJa4pS","La Canala de Oro (En Vivo)",0.428,0.683,154622,0.583,6.97e-06,0.0347,-6.85,1,0.0519,124.62,0.962,26,TRUE
"Alex Rose","0frmtwgHsYzDnpN3cZ1FVj","No la Capie",0.0902,0.91,177388,0.629,0,0.102,-5.614,1,0.0863,110.962,0.207,48,TRUE
"Alex Rose","6xqbec9MHRmW7qtEINAlRx","Darte Remix",0.144,0.81,512093,0.631,1.32e-06,0.451,-6.541,0,0.0938,154.976,0.573,73,TRUE
"Alex Rose","0yqDktt16rF8KnG58TWGXH","Yo Quisiera",0.315,0.752,232500,0.579,0,0.173,-5.975,0,0.0676,128.027,0.357,61,TRUE
"Alexander Lewis","6buGRrMzlhAUXhacc0Ql7X","Clockwise",0.0332,0.608,218624,0.938,0,0.31,-2.681,0,0.287,134.198,0.436,39,TRUE
"Alexander Stewart","5IKVUYS1hQt7sca6upfhdU","Delicate",0.635,0.74,231703,0.462,1.2e-06,0.324,-10.058,0,0.1,94.979,0.295,21,TRUE
"Alexander Stewart","21gV6oAAcOeYgFkeF2J3HD","Idgaf",0.0404,0.409,216457,0.696,0,0.0943,-8.242,0,0.232,193.635,0.511,21,TRUE
"Alexandra DeMattia","3I434w0odyj08VngtJEjpn","99 Problems",0.161,0.816,178286,0.407,9.26e-06,0.101,-11.876,1,0.121,133.999,0.209,29,TRUE
"Alexandra Stan","38Y0sahd78MxLsSjALFyZb","Balans 2k18 (French Version) [Heatbreakz & Kyle Kennedy English Remix] (feat. Heartbreakz & Marc Mysterio)",0.00349,0.526,196875,0.98,3.02e-05,0.363,-2.902,0,0.0999,128.032,0.491,31,TRUE
"Alexandre Desplat","4fTmnidEq9cCVLxeHwjkDv","At Home with Mum",0.911,0.176,308059,0.0435,0.886,0.104,-25.914,1,0.0368,171.393,0.191,11,FALSE
"Alexey Kaleynikov","7ll8Swzft8snRVmdQeJAna","Cloud - Original Mix",0.819,0.189,91048,0.426,0.82,0.171,-6.534,1,0.0359,139.862,0.0382,12,FALSE
"Alexey Shor","2McvIJR6CX01kWAcQyUz09","Shor: The Well Tempered Chanson: II. Trans-Siberian Waltz",0.986,0.268,176107,0.0965,0.505,0.177,-22.735,0,0.0484,87.001,0.125,12,TRUE
"Alexey Shor","5BnX2FZewvFXsMsp9okJHA","Shor: The Well Tempered Chanson: XII. Lament",0.984,0.0855,262000,0.0564,0.905,0.0965,-25.535,0,0.0486,60.52,0.039,12,FALSE
"Alexia Avina","7Ac4s39oPQY5ruGivV7IX7","Song 36",0.89,0.65,258551,0.36,0.225,0.134,-13.938,1,0.0325,130.8,0.387,28,FALSE
"Alexie Gratia","5DwnXjge8FBEumzhLTEjlJ","Passion",0.0257,0.684,132644,0.472,0.924,0.1,-7.064,1,0.0625,151.982,0.674,7,TRUE
"Alexie Gratia","3HPOXIacsSUUfkgxg7W3bC","Deep Pockets",0.000107,0.599,120016,0.815,0.9,0.289,-6.419,0,0.041,151.999,0.425,8,TRUE
"Alexie Gratia","5zfFtZdyPkfOVmiX4KixVy","1804",0.334,0.829,126012,0.775,0.432,0.188,-7.793,1,0.0888,159.996,0.597,11,TRUE
"Alexis Chaires","2yCVXJ0NqFU7PE5DKm52et","Y Tu",0.0422,0.76,148572,0.454,0.000385,0.108,-12.459,1,0.142,125.974,0.181,24,TRUE
"Alexis Taylor","4dcypYFZkdcIxIRChP51sS","Deep Cut",0.541,0.848,205693,0.318,0.00705,0.0575,-13.321,1,0.0388,125.998,0.277,16,TRUE
"Alexis Taylor","6VZPDLwWgLzY8LoixeOvzb","Oh Baby",0.29,0.693,205187,0.832,5.33e-05,0.37,-5.325,1,0.0293,116.042,0.883,19,TRUE
"Alexis Taylor","1Ae0iWI42luiAbv9RMVs8u","There's Nothing to Hide",0.836,0.171,376387,0.175,0.313,0.256,-16.62,0,0.0333,68.494,0.171,12,TRUE
"Alexis y Fido","7CLxRXy3olj2KngFWAEIcg","Reggaeton Ton",0.296,0.859,156747,0.846,0,0.154,-3.415,0,0.205,92.031,0.739,65,TRUE
"Alexis y Fido","7CN6A49Qa0g5rDyKVk24vJ","La Cómplice",0.191,0.838,206080,0.81,0,0.229,-5.222,0,0.106,93.978,0.408,49,TRUE
"Alexis y Fido","3NUhiMPVAzhVm2sITzNKfO","Imagínate - Remix",0.24,0.778,228267,0.805,0,0.25,-4.429,1,0.052,91.982,0.702,51,TRUE
"Alexis y Fido","6EGlEg1qCSQLsjT8Tuye0b","Problemático",0.162,0.701,197467,0.84,0,0.166,-3.879,1,0.222,175.982,0.735,31,TRUE
"Alexis y Fido","5GijAPsvapl9YYE7BcJusL","Cazadora",0.262,0.861,227413,0.846,0.000312,0.0677,-5.255,0,0.0592,89.993,0.574,21,TRUE
"Alexis y Fido","2NUNa98fV1nx7w59EfisjC","Aquí Es Que Ehh",0.454,0.856,220933,0.8,7.43e-06,0.06,-4.391,0,0.0796,90.016,0.762,24,TRUE
"Alfa","6seSW8ukdn3KeiEqrWnRJA","Bandz",0.157,0.832,208405,0.383,0.694,0.127,-12.27,1,0.0605,130.032,0.182,8,TRUE
"AlfhaSam","4OPxTzWCtON7aF9pATKcd4","Urgency",0.437,0.767,192031,0.625,0.00169,0.519,-4.943,0,0.116,110.002,0.239,7,TRUE
"Alfons","3CRlo3j8CDAqMXWL9XAHS7","Chiraq 2018",0.00118,0.802,173227,0.944,0,0.135,-4.288,0,0.145,127.995,0.216,38,TRUE
"Alfredo Gutierrez","7sAEhwIzDJc1HLhhrT779P","Cumbia Serrana",0.368,0.766,189267,0.466,0,0.11,-8.578,0,0.0393,94.543,0.963,6,TRUE
"Ali Aka Mind","27v5kLVnAnoH6ksPBxPiOt","Latino Stand Up",0.304,0.742,138673,0.594,0,0.139,-8.57,0,0.177,90.012,0.111,23,TRUE
"Ali As","2a43nMV4CpFXVxcspKmpSr","Jeanny",0.0718,0.628,234999,0.698,0,0.283,-7.454,0,0.306,135.085,0.275,43,TRUE
"Ali Caldwell","50k3nV16t7o8wU7ykE3Ezv","To Be Loved",0.696,0.477,247114,0.258,0,0.199,-13.929,1,0.0296,93.809,0.236,26,TRUE
"Ali Farka Touré","5Un48w4XyRt8giDox5Eb5S","Hawa Dolo - Remastered",0.84,0.579,295320,0.188,0.297,0.0638,-15.084,1,0.049,160.953,0.294,24,FALSE
"Ali Gatie","6Iggnyz64MYExDhM6HL5k0","Without You",0.0555,0.795,182779,0.494,0,0.106,-10.997,1,0.217,148.04,0.725,44,TRUE
"Ali Tomineek","0swcxMiXkYfPZcik3V9XFT","#OneTake",0.271,0.825,93832,0.759,0,0.139,-7.365,0,0.261,154.073,0.802,26,TRUE
"Ali Tomineek","6haCPkSPKwCAzRHou3Sdbf","Let's Go!",0.236,0.802,111517,0.521,0.0127,0.264,-9.431,1,0.228,156.114,0.598,15,TRUE
"Alice Cooper","2CJWeI1X4aTY9qowSqixjn","Hey Stoopid",0.00245,0.503,272040,0.953,0.000258,0.393,-7.452,0,0.0542,129.858,0.362,27,TRUE
"Alice Cooper","1egBECwrrZvf9p0GaRxqrX","Burning Our Bed",0.0644,0.472,274933,0.62,0.000911,0.445,-8.277,1,0.0299,143.816,0.234,21,TRUE
"Alice In Chains","0nrfZhsZ4suDs6S3NOAMEc","Drone",0.00118,0.352,390000,0.804,8.52e-05,0.0958,-5.731,0,0.0603,131.918,0.558,48,FALSE
"Alicks","6lZP8PzGPkNuAAcjNRPfsJ","Falling Ten Feet for Two Days",0.924,0.571,107741,0.381,0.92,0.111,-12.133,1,0.101,176.005,0.327,22,TRUE
"Alicks","4yyhkVdCVCbA4QIkSVEtwU","Ghost",0.755,0.848,150928,0.0779,0.898,0.108,-23.834,1,0.106,130.028,0.154,28,TRUE
"Alicks","231pVwNmtEiUZJxFnEfk7s","Hub",0.973,0.198,157817,0.0134,0.952,0.11,-37.345,1,0.0391,145.64,0.0321,23,TRUE
"Alina Baraz","3ggvoFaWTbh3ZfOg05vrh0","Yours",0.843,0.476,207403,0.363,0.0244,0.136,-10.331,0,0.0403,114.069,0.185,55,TRUE
"Alina Baraz","2vLWF4yFhTHQZVwrPTjH1s","Floating (feat. Khalid)",0.81,0.66,174490,0.447,2.15e-06,0.11,-9.026,0,0.0482,84.95,0.578,70,TRUE
"Alisa Turner","5j6CvdHg6ddueHPYqQwMEa","Only My Jesus",0.499,0.45,241347,0.465,0,0.0788,-9.419,1,0.0359,152.059,0.302,1,FALSE
"Alisa Turner","2ZttrYHHiuaQJWFSbw9q1N","Safe",0.201,0.487,229866,0.454,0,0.0915,-8.106,0,0.0288,139.998,0.12,2,TRUE
"Alisa Turner","0h4Rk0OJbf4tvUqtHLo4UE","My Prayer For You",0.618,0.392,243270,0.515,0,0.0956,-7.747,1,0.03,142.153,0.0963,48,TRUE
"Alison Luff","6aumO8UlBZJwTIIkno8PTN","Fins",0.237,0.717,156767,0.705,0,0.424,-5.299,1,0.182,147.028,0.717,14,TRUE
"Alison Moyet","0tU4cXniwGuincXz3ps6lP","Other - Live",0.914,0.441,224227,0.191,1.3e-05,0.702,-16.884,1,0.0473,111.008,0.266,13,TRUE
"Alison Wonderland","0CqGCpNdOktUrsTUEkWozV","Cry",0.0271,0.653,199942,0.656,0,0.0897,-6.27,1,0.0441,161.964,0.511,55,TRUE
"Alison Wonderland","4HrI0DIPyvRF1cxUUAGQJc","No",0.00816,0.581,240557,0.865,0.00024,0.386,-5.888,0,0.0895,174.034,0.293,51,TRUE
"Alkaline Trio","4xQa40wrBDGrIyt3GpHlU1","Blackbird",5.33e-06,0.296,200240,0.974,0.0809,0.317,-4.351,0,0.148,192.996,0.204,50,TRUE
"All My Refrigerators","1i7aVmtTZRXAmtZXnf68VP","Crooked Hours",0.0064,0.612,80039,0.849,0.642,0.168,-4.176,0,0.0423,169.148,0.92,3,TRUE
"All My Refrigerators","0VRwhZSuQVKq3d7TDrcelS","Broken Worlds",0.53,0.595,82051,0.388,0.944,0.0947,-15.509,0,0.0435,85.995,0.654,3,TRUE
